Name,Producer,Vintage,Price,DO,Variety,Type,Country,Region,Cost,Supplier,abv,cl
Casa Lunardi Sauvignon Blanc,Cantine Riondo,2019,24.00,IGT Trevenezie ,Sauvignon Blanc,White,Italia,Veneto/Friuli-Venezia Giulia/Trentino,8.00,Primeras Marcas,,75
Château Musar White,Château Musar ,2008,112.59,Bekaa Valley,"Obaideh, Merwah",White,Líbano,Bekaa,37.53,PIÑERO RODRIGUEZ S.L.,12.0,75
Château Musar White,Château Musar ,2006,112.59,Bekaa Valley,"Obaideh, Merwah",White,Líbano,Bekaa,37.53,,12.0,75
Chateau Musar,Chateau Musar,2008,79.20,Bekaa Valley,"Obaideh, Merwah",White,Líbano,Bekaa Valley,26.40,Wineissocial,12.0,75
Pegasus Bay Gewürztraminer,Pegasus Bay ,2009,102.45,Waipara Valley-North Canterbury,Gewürztraminer,White,Nueva Zelanda,Canterbury,34.15,TROPICAL HOTELES SA,14.5,75
Pegasus Bay Riesling,Pegasus Bay ,2012,95.73,Waipara Valley-North Canterbury,Riesling,White,Nueva Zelanda,Canterbury,31.91,EL GUSTO POR EL VINO CANARIAS S.L.,12.5,75
Sauvignon Blanc,The Supernatural Wine Co,2018,38.40,Hawke's Bay,Sauvignon Blanc,White,Nueva Zelanda,Hawke's Bay,12.80,TROPICAL TURISTICA CANARIA SL,11.5,75
Ant Moore Sauvignon Blanc,Antmoore Wineworks,2016,31.47,Marlborough,Sauvignon Blanc,White,Nueva Zelanda,Marlborough,10.49,MonvinicStore,12.0,75
Kindeli Otono,Don & Kindeli Wines,2019,60.00,Moutere,"Gewürztraminer, Riesling, Pinot Gris",White,Nueva Zelanda,Nelson,20.00,Wine Searcher,12.5,75
Cloudy Bay Sauvignon Blanc,Cloudy Bay ,2016,64.83,Marlborough,Sauvignon Blanc,White,Nueva Zelanda,,21.61,Marcha,,75
Pegasus Bay Riesling,Pegasus Bay ,2014,131.40,Waipara,Riesling,White,Nueva Zelanda,,43.80,El Gusto por el Vino,,75
Esporão Reserva Branco,Herdade do Esporão ,2016,42.30,Alentejo,"Antão Vaz, Arinto, Roupeiro",White,Portugal,Alentejo,14.10,PIÑERO RODRIGUEZ S.L.,14.5,75
Arinto dos Açores,Açores Wine Company ,2015,66.72,Pico,Arinto dos Açores,White,Portugal,Azores,22.24,LAVINIA ESPAÑA SELECCION SL,12.5,75
Verdelho O Original,Açores Wine Company ,2015,59.85,Pico,Verdelho,White,Portugal,Azores,19.95,LAVINIA ESPAÑA SELECCION SL,12.5,75
Esporão Reserva Blanco,Herdade do Esporão  ,2016,44.55,Alentejo,"Antão Vaz, Arinto, Roupeiro",White,Portugal,,14.85,Piñero,,75
Xisto Ilimitado,Luis Seabra  ,2016,26.25,Douro,"Rabigato, Códega, Gouveio, Viosinho",White,Portugal,,8.75,Premium Drinks,,75
Granito Cru Alvarinho,Luis Seabra  ,2015,42.00,Vinho Verde,Alvarinho,White,Portugal,,14.00,Premium Drinks,,75
Springfield Estate Wild Yeast Chardonnay,Springfield ,2013,75.60,Robertson,Chardonnay,White,Sudáfrica,Western Cape-Breede River Valley,25.20,EL GUSTO POR EL VINO CANARIAS S.L.,13.5,75
Klein Constantia Sauvignon Blanc,Klein Constantia ,2016,59.57,Constantia,Sauvignon Blanc,White,Sudáfrica,Western Cape-Coastal Region,19.86,PIÑERO RODRIGUEZ S.L.,13.7,75
Palladius,Sadie Family ,2011,131.22,Swartland,"Chenin Blanc, Grenache Blanc, Marsanne, Sémillon, Sémillon Gris, Viognier, Clairette Blanche, Roussanne, Verdelho, Colombard, Palomino",White,Sudáfrica,Western Cape-Coastal Region,43.74,TROPICAL TURISTICA CANARIA SL,14.5,75
Secateurs Chenin Blanc,A. A. Badenhorst Family Wines,2017,26.85,Swartland ,Chenin Blanc,White,Sudáfrica,Western Cape-Coastal Region,8.95,Wineissocial,13.3,75
Palladius,Sadie Family ,2016,179.85,Swartland,"Chenin Blanc, Grenache Blanc, Marsanne, Sémillon, Sémillon Gris, Viognier, Clairette Blanche, Roussanne, Verdelho, Colombard, Palomino",White,Sudáfrica,Western Cape-Coastal Region,59.95,Wine Searcher,14.5,75
Jordan Chenin Blanc,Jordan Wines ,2015,32.97,Stellenbosch,Chenin Blanc,White,Sudáfrica,,10.99,Media Relations,,75
Riesling Auslese Röttgen,Heymann-Löwenstein ,2003,150.00,Winningen-Mosel,Riesling,Sweet,Alemania,Mosel,50.00,EL GUSTO POR EL VINO CANARIAS S.L.,7.5,37
Wehlener Sonnenuhr Auslese,Dr. Loosen ,2008,76.24,Wehlen-Mosel,Riesling,Sweet,Alemania,Mosel,25.41,PIÑERO RODRIGUEZ S.L.,7.5,38
Fritz Haag Brauneberger Juffer Sonnenuhr Riesling Auslese Lange Goldkapsel,Fritz Haag,2016,282.00,Brauneberg,Riesling,Sweet,Alemania,Mosel,94.00,Wine Searcher,7.0,37
Weingut Max Ferd. Richter Brauneberger Juffer Sonnenuhr Riesling Trockenbeerenauslese,Weingut Max Ferd. Richter,2005,534.00,Brauneberg,Riesling,Sweet,Alemania,Mosel,178.00,Wine Searcher,6.0,37
Weingut A.J. Adam Dhroner Hofberg Riesling Beerenauslese,Weingut A.J. Adam,2015,402.00,Dhron,Riesling,Sweet,Alemania,Mosel,134.00,Wine Searcher,7.0,75
Weingut Max Ferd. Richter Mülheimer Helenenkloster Riesling Eiswein,Weingut Max Ferd. Richter,2016,288.00,Mülheim,Riesling,Sweet,Alemania,Mosel,96.00,Wine Searcher,9.0,37
Weingut A.J. Adam Dhroner Hofberg Riesling Beerenauslese,Weingut A.J. Adam,2015,201.00,Dhron,Riesling,Sweet,Alemania,Mosel,67.00,Wine Searcher,7.0,37
Reinhold Haart Piesporter Goldtröpfchen Riesling Auslese,Reinhold Haart,2009,69.00,Piesport,Riesling,Sweet,Alemania,Mosel,23.00,Wine Searcher,7.0,37
Joh. Jos. Prüm Wehlener Sonnenuhr Riesling Auslese,Joh. Jos. Prüm,2012,171.00,Wehlen,Riesling,Sweet,Alemania,Mosel,57.00,Wine Searcher,7.5,75
Joh. Jos. Prüm Wehlener Sonnenuhr Riesling Trockenbeerenauslese,Joh. Jos. Prüm,2000,"13,620.00",Wehlen,Riesling,Sweet,Alemania,Mosel,"4,540.00",Wine Searcher,7.5,75
Markus Molitor Wehlener Sonnenuhr Riesling Auslese**,Markus Molitor,2013,519.00,Wehlen,Riesling,Sweet,Alemania,Mosel,173.00,Wine Searcher,7.5,75
Markus Molitor Zeltinger Sonnenuhr Riesling Auslese**,Markus Molitor,2013,480.00,Zeltingen,Riesling,Sweet,Alemania,Mosel,160.00,Wine Searcher,7.5,75
Weingut Willi Schaefer Graacher Domprobst Riesling Beerenauslese,Weingut Willi Schaefer,2010,396.00,Graach,Riesling,Sweet,Alemania,Mosel,132.00,Wine Searcher,7.5,37
"Winninger Uhlen ""R"" Auslese",Weingut Heymann-Löwenstein,2004,66.00,Winningen-Mosel,Riesling,Sweet,Alemania,Mosel,22.00,Gourmet Hunters,9.0,38
Egon Müller Scharzhofberger Riesling Auslese,Egon Müller,2014,"1,347.00",Wiltingen,Riesling,Sweet,Alemania,Mosel-Saar,449.00,Wine Searcher,8.0,75
Gaisböhl GC Monopol Spätlese Trocken,Dr. Bürklin Wolf ,1998,75.00,Ruppertsberg-Pfalz,Riesling,Sweet,Alemania,Pfalz,25.00,EL GUSTO POR EL VINO CANARIAS S.L.,,37
Albersweiler Latt Gewürztraminer Auslese,Ökonomierat Rebholz ,2003,120.00,Pfalz,Gewürztraminer,Sweet,Alemania,Pfalz,40.00,EL GUSTO POR EL VINO CANARIAS S.L.,8.5,75
Berg Schlossberg Auslese,Georg Breuer ,2005,90.00,Rudesheim-Rheingau,Riesling,Sweet,Alemania,Rheingau,30.00,SIDRAL S.L.,7.5,37
Weingüter Wegeler Geisenheimer Rothenberg Riesling Eiswein,August Kesseler,2009,312.00,Geisenheim,Riesling,Sweet,Alemania,Rheingau,104.00,Wine Searcher,6.0,75
Weingüter Wegeler Geisenheimer Rothenberg Riesling Eiswein,August Kesseler,2009,156.00,Geisenheim,Riesling,Sweet,Alemania,Rheingau,52.00,Wine Searcher,6.0,37
Peter Jakob Kühn Oestricher Lenchen Riesling Trockenbeerenauslese,Peter Jakob Kühn,2002,639.00,Oestrich,Riesling,Sweet,Alemania,Rheingau,213.00,Wine Searcher,6.0,75
Peter Jakob Kühn Oestricher Lenchen Riesling Trockenbeerenauslese,Peter Jakob Kühn,2002,318.00,Oestrich,Riesling,Sweet,Alemania,Rheingau,106.00,Wine Searcher,6.0,37
Weingut Robert Weil Kiedricher Gräfenberg Riesling Auslese,Weingut Robert Weil,2017,234.00,Kiedrich,Riesling,Sweet,Alemania,Rheingau,78.00,Wine Searcher,8.0,75
Chambers Rosewood Vineyards Grand Muscat,Chambers Rosewood Vineyards ,NV,129.48,Rutherglen-North East Victoria,Muscat Blanc à Petits Grains,Sweet,Australia,Victoria,43.16,Wine Searcher,18.5,38
Weingut Hans & Andreas Gsellmann Chardonnay Trockenbeerenauslese,Weingut Hans & Andreas Gsellmann,2007,54.63,Burgenland,Chardonnay,Sweet,Austria,Burgenland,18.21,LAVINIA ESPAÑA SELECCION SL,10.5,37
Sepp Moser Schilfwein,Sepp Moser ,2008,24.00,Niederösterreich,Scheurebe,Sweet,Austria,Niederösterreich,8.00,SIDRAL S.L.,11.0,37
Pandorga PX,Cota 45,2016,70.50,VT Cádiz,Pedro Ximénez,Sweet,España,Andalucía,23.50,Buena Uva,8.0,50
Pandorga Tintilla,Cota 45,2016,70.50,VT Cádiz,Tintilla,Sweet,España,Andalucía,23.50,Buena Uva,9.5,50
Pandorga PX,Cota 45,2016,70.50,VT Cádiz,Pedro Ximénez,Sweet,España,Andalucía,23.50,Premium Drinks,8.0,50
Selección Especial Nº1,Jorge Ordoñez ,2015,49.80,Málaga,Moscatel de Alejandría,Sweet,España,Andalucía,16.60,,13.0,37
Old Vines Moscatel Nº3,Jorge Ordoñez ,2014,135.00,Málaga,Moscatel de Alejandría,Sweet,España,Andalucía,45.00,Wine Searcher,13.0,37
Pandorga PX,Cota 45 ,2016,72.00,VT Cádiz,Pedro Ximénez,Sweet,España,Andalucía,24.00,COALLA LOGISTICA S.L.,8.0,75
Exceptional Harvest,Ximénez-Spínola ,2015,38.48,Jerez,Pedro Ximénez,Sweet,España,Andalucía,12.83,PIÑERO RODRIGUEZ S.L.,12.5,75
Pedro Ximénez Muy Viejo,Ximénez-Spínola ,NV,156.00,Jerez,Pedro Ximénez,Sweet,España,Andalucía,52.00,COALLA LOGISTICA S.L.,15.0,75
Valverán 20 Manzanas,Llagares Valverán,2015,24.75,El Rebollal-Asturias,"Durona de Tresali, Raxao, Verdialona, De la Riega, Fuentes",Sweet,España,Asturias,8.25,Wineissocial,10.0,37
Dolç Mataró,Alta Alella,2015,56.10,Alella,Mataró,Sweet,España,Catalunya,18.70,Representaciones Guiniguada,15.0,37
Vi de Glass Gewürztraminer,Gramona ,2012,42.75,Penedès,Gewürztraminer,Sweet,España,Catalunya,14.25,Vinófilos,9.5,37
Vi de Glass Riesling,Gramona ,2012,42.75,Penedès,Riesling,Sweet,España,Catalunya,14.25,Vinófilos,9.5,37
Vino De Misa,De Muller ,NV,22.47,Terra Alta,"Garnacha Blanca, Macabeo",Sweet,España,Catalunya,7.49,LAVINIA ESPAÑA SELECCION SL,15.0,75
Caligo Vi De Boira,DG Viticultors ,2013,52.92,Penedès,"Chardonnay, Incrocio Manzoni",Sweet,España,Catalunya,17.64,PREMIUM DRINKS S.L.U.,11.5,75
Sicus Mediterrani,Celler Sicus Terrers Mediterranis ,2011,0.00,Sin DO (Bonastre),Xarel·lo,Sweet,España,Catalunya,,Wine Searcher,8.5,50
Suertes del Marqués Tinto Dulce,Suertes del Marqués,NV,57.00,Valle de la Orotava,"Listán Negro, Baboso Negro",Sweet,España,Islas Canarias,19.00,Buena Uva,,50
Teneguía Malvasía Naturalmente Dulce,Teneguía,2013,47.25,La Palma,Malvasía,Sweet,España,Islas Canarias,15.75,Pedro Jorge Cruz,15.0,50
Malvasía Naturalmente Dulce,Bermejo ,NV,39.30,Lanzarote,Malvasía Volcánica,Sweet,España,Islas Canarias,13.10,EL GUSTO POR EL VINO CANARIAS S.L.,14.0,50
Malvasia Naturalmente Dulce,Los Bermejos,NV,42.00,Lanzarote,Malvasía Volcánica,Sweet,España,Islas Canarias,14.00,Wineissocial,14.0,50
Malvasía Aromática Naturalmente Dulce,Llanos Negros ,2014,46.05,Fuencaliente-La Palma,Malvasía,Sweet,España,La Palma,15.35,JUBA SUAREZ RUFINO,16.0,50
Malvasía Aromática Naturalmente Dulce,Matías i Torres ,2013,98.55,La Palma,Malvasía,Sweet,España,La Palma,32.85,JUBA SUAREZ RUFINO,14.5,50
8A Moscato de Ochoa,Ochoa,2017,31.50,Navarra,Moscatel de Grano Menudo,Sweet,España,Navarra,10.50,Vinófilos,5.5,75
Malus Mama,Iñaki Otegi,2011,111.00,Astigarraga,"Astarbe, Mendiola, Moko, Goikoetxe, otras",Sweet,España,País Vasco,37.00,Buena Uva,10.5,35
Malus Mama,Iñaki Otegi,2011,111.00,Astigarraga,"Astarbe, Mendiola, Moko, Goikoetxe, otras",Sweet,España,País Vasco,37.00,Premium Drinks,10.5,37
Itsasmendi Urezti,Itsasmendi ,2015,33.75,Bizkaiko Txakolina,"Hondarrabi Zuri Zerratie, Izkiriot handi",Sweet,España,País Vasco,11.25,VINOFILOS TENERIFE S.L.U.,12.0,38
Château Cousteau,Vignobles Bernard Reglat,2016,37.50,Cadillac,"Sémillon, Sauvignon Blanc",Sweet,Francia,Bordeaux,12.50,Piñero,14.0,75
Château Coutet,Château Coutet,1998,80.25,Barsac,"Sémillon, Sauvignon Blanc",Sweet,Francia,Bordeaux,26.75,EnoGastronómika,14.0,75
Château Raymond Lafon,Château Raymond Lafon,1990,105.00,Sauternes,"Sémillon, Sauvignon Blanc",Sweet,Francia,Bordeaux,35.00,SIDRAL S.L.,13.5,75
Audace Passerillé Rouge,Tissot ,2003,93.60,Arbois,Poulsard,Sweet,Francia,Jura,31.20,TROPICAL TURISTICA CANARIA SL,9.0,37
PMG,Tissot ,2003,202.50,Arbois,"Poulsard, Savagnin",Sweet,Francia,Jura,67.50,,6.0,37
Coteaux du Layon Saint Aubin Les Clos,Delesvaux ,2011,44.55,Coteaux du Layon ,Chenin Blanc,Sweet,Francia,Loire-Anjou-Saumur,14.85,PREMIUM DRINKS S.L.U.,12.5,50
Cuvée Le Paon,Domaine des Baumard ,2004,55.56,Coteaux du Layon ,Chenin Blanc,Sweet,Francia,Loire-Anjou-Saumur,18.52,,12.5,75
Domaine des Baumard Quart de Chaume Grand Cru,Domaine des Baumard ,2013,210.00,Quart de Chaume Grand Cru,Chenin Blanc,Sweet,Francia,Loire-Anjou-Saumur,70.00,Wine Searcher,12.5,75
Sélection Grains Nobles,Domaine Philippe Delesvaux,2010,103.80,Coteaux du Layon ,Chenin Blanc,Sweet,Francia,Loire-Anjou-Saumur,34.60,Cuvée 3000,10.5,50
Poiré Authentique,Eric Bordelet,2015,26.40,Charchigné-Mayenne,une vingtaine de variétés de poires,Sweet,Francia,Normandie,8.80,Cuvée 3000,4.5,75
Saint Giraud Passerillé Viognier,Jérôme Jouret ,2008,64.50,Ardèche,Viognier,Sweet,Francia,Rhône,21.50,LA PART DELS ANGELS S.L.,,75
Les Jardins de Babylone,Didier Dagueneau,2010,237.21,Jurançon,Petit Manseng,Sweet,Francia,Sud-Ouest,79.07,SIDRAL S.L.,13.0,50
Clos Joliette,Clos Joliette,1979,390.00,Jurançon,Petit Manseng,Sweet,Francia,Sud-Ouest,130.00,SIDRAL S.L.,14.1,75
Hatzidakis Voudomato,Hatzidakis ,2008,87.00,PGI Cyclades,Voudomato,Sweet,Grecia,Santorini,29.00,Wine Searcher,11.0,37
Édes Szamorodni,Grand Tokaj,2013,28.80,Tokaj-Hegyalja,"Furmint, Hárslevelü, Sárga Muskotály",Sweet,Hungría,Tokaj-Hegyalja,9.60,Vinófilos,9.8,50
Aszú 5 Puttonyos,Oremus,1999,105.00,Tokaj-Hegyalja,"Furmint, Hárslevelü, Sárga Muskotály",Sweet,Hungría,Tokaj-Hegyalja,35.00,EnoGastronómika,12.5,50
Oremus Tokaji Eszencia,Oremus ,1999,489.00,Tokaj-Hegyalja,"Furmint, Hárslevelü",Sweet,Hungría,Tokaj-Hegyalja,163.00,COALLA LOGISTICA S.L.,3.0,37
Demeter Zoltán Tokaji Aszú 6 Puttonyos,Demeter Zoltán ,2001,163.65,Tokaj-Hegyalja,"Furmint, Hárslevelü, Sárga Muskotály",Sweet,Hungría,Tokaj-Hegyalja,54.55,LAVINIA ESPAÑA SELECCION SL,,50
Oremus Tokaji Aszú 3 Puttonyos,Oremus ,2000,46.20,Tokaj-Hegyalja,"Furmint, Hárslevelü, Sárga Muskotály",Sweet,Hungría,Tokaj-Hegyalja,15.40,MARCHA S.A.,12.0,50
Oremus Tokaji Aszú 5 Puttonyos,Oremus ,1999,78.27,Tokaj-Hegyalja,"Furmint, Hárslevelü, Sárga Muskotály",Sweet,Hungría,Tokaj-Hegyalja,26.09,MARCHA S.A.,11.0,50
Oremus Tokaji Aszú 5 Puttonyos,Oremus ,2006,78.27,Tokaj-Hegyalja,"Furmint, Hárslevelü, Sárga Muskotály",Sweet,Hungría,Tokaj-Hegyalja,26.09,MARCHA S.A.,11.0,50
Oremus Tokaji Aszú 5 Puttonyos,Oremus ,1989,84.00,Tokaj-Hegyalja,"Furmint, Hárslevelü, Sárga Muskotály",Sweet,Hungría,Tokaj-Hegyalja,28.00,SIDRAL S.L.,11.0,50
Oremus Tokaji Aszú 6 Punttonyos ,Oremus ,1999,115.23,Tokaj-Hegyalja,"Furmint, Hárslevelü, Sárga Muskotály",Sweet,Hungría,Tokaj-Hegyalja,38.41,MARCHA S.A.,10.5,50
Oremus Tokaji Aszú 6 Puttonyos,Oremus ,1995,90.00,Tokaj-Hegyalja,"Furmint, Hárslevelü, Sárga Muskotály",Sweet,Hungría,Tokaj-Hegyalja,30.00,SIDRAL S.L.,10.5,50
Oremus Tokaji Aszú 6 Puttonyos,Oremus ,2000,113.04,Tokaj-Hegyalja,"Furmint, Hárslevelü, Sárga Muskotály",Sweet,Hungría,Tokaj-Hegyalja,37.68,MARCHA S.A.,10.5,50
Vigna del Volta Malvasia Passito ,La Stoppa ,2004,114.00,Colli Piacentini,Malvasia di Candia Aromatica,Sweet,Italia,Emilia-Romagna,38.00,Wine Searcher,15.0,50
Renesium,Malvira ,NV,41.70,Vino da Tavola (Piemonte),"Arneis, Altre uve aromatiche",Sweet,Italia,Piedmont,13.90,,13.0,37
Alice Bel Colle,Cantina Alice Bel,2016,18.75,Moscato d´Asti,Moscato,Sweet,Italia,Piedmont,6.25,Wineissocial,5.0,75
Avignonesi Occhio di Pernice Vin Santo di Montepulciano,Avignonesi,2005,663.00,Vin Santo di Montepulciano,Sangiovese,Sweet,Italia,Tuscany,221.00,Wine Searcher,13.5,37
Schioppettino,Vigneti Fantinel,2000,59.55,,,Sweet,Italia,,19.85,,,75
Koehler-Ruprecht Riesling Sekt Brut,Weingut Koehler-Ruprecht,2008,45.00,Pfalz,Riesling,Sparkling,Alemania,Pfalz,15.00,Gourmet Hunters,,75
Weisser Burgunder Sekt Cuvée Brut,Wittmann ,NV,51.90,Rheinhessen,Pinot Blanc,Sparkling,Alemania,Rheinhessen,17.30,EL GUSTO POR EL VINO CANARIAS S.L.,13.0,75
Toto Brut Nature,Barbadillo,NV,50.70,Sin DO,"Palomino Fino, Chardonnay",Sparkling,España,Andalucía,16.90,Premium Drinks,12.5,150
Nieva York Pét Nat,MicroBio ,2016,39.30,Nieva-Segovia,Verdejo,Sparkling,España,Castilla y León,13.10,COALLA LOGISTICA S.L.,12.0,75
Nieva York,MicroBio Wines,2016,36.90,Sin DO (Nieva),Verdejo,Sparkling,España,Castilla y León,12.30,Cuvée 3000,12.0,75
Bebito Brut Nature,Wine Side Story (Cuveée 3000)-Gramona ,2015,17.25,Corpinnat,"Xarel·lo, Macabeo",Sparkling,España,Catalunya,5.75,Buena Uva,11.5,75
La Cuvée Gran Reserva Brut,Gramona ,2015,33.75,Corpinnat,"Xarel·lo, Macabeo",Sparkling,España,Catalunya,11.25,Buena Uva,12.0,75
Imperial Gran Reserva Brut,Gramona ,2013,47.25,Corpinnat,"Xarel·lo, Macabeo, Chardonnay",Sparkling,España,Catalunya,15.75,Buena Uva,12.0,75
III Lustros Paraje Calificado Font de Jui Gran Reserva Brut Nature,Gramona ,2009,63.00,Corpinnat,"Xarel·lo, Macabeo",Sparkling,España,Catalunya,21.00,Buena Uva,12.0,75
Agustí Torelló Mata Reserva Brut,Agustí Torelló Mata,2015,34.71,Cava,"Macabeo, Xarel·lo, Parellada",Sparkling,España,Catalunya,11.57,Buena Uva,11.5,75
Imperial Gran Reserva Brut,Gramona ,2013,47.25,Corpinnat,"Xarel·lo, Macabeo, Chardonnay",Sparkling,España,Catalunya,15.75,Premium Drinks,12.0,75
Torelló Brut Nature Reserva ,Torelló ,2012,42.75,Corpinnat,"Macabeo, Xarel·lo, Parellada",Sparkling,España,Catalunya,14.25,Piñero,12.0,75
Terrers Gran Reserva Brut Nature,Recaredo ,2012,48.45,Corpinnat,"Macabeo, Xarel·lo, Parellada",Sparkling,España,Catalunya,16.15,Vinófilos,12.0,75
Textures de Pedra,Raventós i Blanc ,2013,56.85,Conca del Riu Anoia,"Xarel·lo Vermell, Bastard Negre, Sumoll",Sparkling,España,Catalunya,18.95,Vinófilos,12.0,75
Cuvée Esplendor,Vardon Kennett ,2013,74.07,Penedès,"Pinot Noir, Chardonnay, Xarel·lo",Sparkling,España,Catalunya,24.69,Excelsia,12.0,75
Xarel·lo Xpressió,Clos Lentiscus ,2010,73.50,Penedès,"Xarel·lo, Xarel·lo Vermell",Sparkling,España,Catalunya,24.50,PREMIUM DRINKS S.L.U.,12.5,75
Raventós i Blanc De la Finca,Raventós i Blanc ,2015,38.34,Conca del Riu Anoia,"Xarel·lo, Macabeu, Parellada",Sparkling,España,Catalunya,12.78,VINOFILOS TENERIFE S.L.U.,12.0,75
Raventós i Blanc Blanc de Blancs,Raventós i Blanc ,2016,24.93,Conca del Riu Anoia,"Macabeu, Xarel·lo, Parellada",Sparkling,España,Catalunya,8.31,VINOFILOS TENERIFE S.L.U.,12.0,75
Recaredo Brut de Brut,Recaredo ,2007,76.50,Corpinnat,"Xarel·lo, Macabeu",Sparkling,España,Catalunya,25.50,VINOFILOS TENERIFE S.L.U.,12.0,75
Recaredo Reserva Particular,Recaredo ,2005,94.41,Corpinnat,"Xarel·lo, Macabeu",Sparkling,España,Catalunya,31.47,COALLA LOGISTICA S.L.,12.0,75
Recaredo Reserva Particular,Recaredo ,2007,134.85,Corpinnat,"Macabeu, Xarel·lo",Sparkling,España,Catalunya,44.95,VINOFILOS TENERIFE S.L.U.,12.0,75
Recaredo Terrers,Recaredo ,2011,50.85,Corpinnat,"Xarel·lo, Macabeu, Parellada",Sparkling,España,Catalunya,16.95,VINOFILOS TENERIFE S.L.U.,12.0,75
Recaredo Turó d' en Mota,Recaredo ,2005,221.85,Corpinnat,Xarel·lo,Sparkling,España,Catalunya,73.95,VINOFILOS TENERIFE S.L.U.,12.0,75
Recaredo Turó d' en Mota,Recaredo ,2000,221.85,Corpinnat,Xarel·lo,Sparkling,España,Catalunya,73.95,,12.0,75
Ancestral Xarel·lo,Vega de Ribes ,2008,58.80,Penedès,Xarel·lo,Sparkling,España,Catalunya,19.60,PREMIUM DRINKS S.L.U.,12.5,75
Sumoll Ferèstec,Clos Lentiscus,2010,198.00,Penedès (Massis del Garraf),Sumoll,Sparkling,España,Catalunya,66.00,Wine Searcher,12.5,75
Rimarts Brut Reserva 18,Caves Rimarts,2016,16.59,Cava,"Xarel·lo, Macabeu, Parellada",Sparkling,España,Catalunya,5.53,Uve-i Vins,11.5,75
Terrers Brut Nature Gran Reserva,Caves Recaredo,2011,38.85,Corpinnat,"Xarel·lo, Macabeu, Parellada",Sparkling,España,Catalunya,12.95,Escolà,12.0,75
Juvé & Camps Milesimé Brut,Juvé & Camps,2015,47.40,Cava,Chardonnay,Sparkling,España,Catalunya,15.80,Escolà,12.0,75
Xarel·lo Xpressió,Clos Lentiscus,2010,60.00,Penedès (Massis del Garraf),"Xarel·lo, Xarel·lo Vermell",Sparkling,España,Catalunya,20.00,Cuvée 3000,12.5,75
Celler Batlle Gran Reserva Brut,Caves Gramona,2006,113.58,Corpinnat,"Xarel·lo, Macabeu",Sparkling,España,Catalunya,37.86,Escolà,12.0,75
Turó d'en Mota,Caves Recaredo,2005,197.25,Corpinnat,Xarel·lo,Sparkling,España,Catalunya,65.75,Vilaviniteca,12.0,75
Minipuça Ancestral,Vinyes Singulars,2016,30.90,Sin DO (Pacs del Penedès),Xarel·lo,Sparkling,España,Catalunya,10.30,Barcelonavinos,12.0,75
Sicus Cru Marí ,Celler Sicus Terrers Mediterranis ,2010,71.85,Sin DO (Bonastre),Xarel·lo,Sparkling,España,Catalunya,23.95,Wine Searcher,12.0,75
Paisaje de las Islas Espumoso Reserva,Tajinaste ,2015,28.50,Islas Canarias,Listán Negro,Sparkling,España,Islas Canarias,9.50,VINOFILOS TENERIFE S.L.U.,12.5,75
Dominio de la Vega Authentique Brut Nature,Dominio de la Vega,2017,33.39,Cava,"Macabeo, Xarel·lo",Sparkling,España,Valencia,11.13,Amazonas Encava,12.0,75
Juvé & Camps Milesimé Brut,Juvé & Camps,2017,60.00,Cava,Chardonnay,Sparkling,España,Catalunya,20.00,Escolà,12.0,75
Juvé & Camps Cinta Púrpura Reserva Brut,Juvé & Camps,2017,33.00,Cava,"Xarel·lo, Macabeu, Parellada",Sparkling,España,Calalunya,11.00,Amazonas Encava,12.0,75
Gramona Rosé Brut Reserva,Gramona,2016,47.25,Corpinnat,Pinot Noir,Sparkling Rose,España,Catalunya,15.75,Buena Uva,12.0,75
Pàl·lid Brut Reserva,Torelló ,2015,41.25,Corpinnat,Pinot Noir,Sparkling Rose,España,Catalunya,13.75,Piñero,12.0,75
Raventós i Blanc de Nit,Raventós i Blanc ,2016,28.50,Conca del Riu Anoia,"Macabeo, Xarel·lo, Parellada, Monastrell",Sparkling Rose,España,Catalunya,9.50,Vinófilos,12.0,75
AT Roca Rosat Brut Reserva,AT Roca ,2016,28.23,Penedès,"Macabeu, Garnatxa Negra",Sparkling Rose,España,Catalunya,9.41,EL GUSTO POR EL VINO CANARIAS S.L.,12.0,75
Intens Rosat Brut Nature,Recaredo ,2014,56.25,Corpinnat,"Monastrell, Garnacha",Sparkling Rose,España,Catalunya,18.75,VINOFILOS TENERIFE S.L.U.,12.0,75
Intens Rosat Brut Nature,Recaredo ,2013,47.70,Corpinnat,"Monastrell, Pinot Noir, Garnacha",Sparkling Rose,España,Catalunya,15.90,COALLA LOGISTICA S.L.,12.0,75
Pàl·lid Rosat Brut Reserva,Torelló ,2015,39.62,Corpinnat,Pinot Noir,Sparkling Rose,España,Catalunya,13.21,PIÑERO RODRIGUEZ S.L.,12.0,75
Martínez Brut Nature Rosé,Caves Rimarts,2016,22.05,Cava,"Pinot Noir, Garnatxa ",Sparkling Rose,España,Catalunya,7.35,Uve-i Vins,11.5,75
Intens Rosat Brut Nature Gran Reserva,Recaredo ,2012,43.47,Corpinnat,"Monastrell, Garnacha",Sparkling Rose,España,Catalunya,14.49,Escolà,12.0,75
Niebla Sidra Natural Espumosa Brut,Niebla,2015,24.00,Santa Brígida,Manzana ,Sparkling Cider,España,Islas Canarias,8.00,Magma,,75
