Name,Producer,Vintage,Price,DO,Variety,Type,Country,Region,Cost,Supplier,abv,cl
Óbalo Crianza,Óbalo ,2014,22.80,Rioja,Tempranillo,Red,España,La Rioja,7.60,EL GUSTO POR EL VINO CANARIAS S.L.,13.5,75
Las Viñas de Eusebio,Olivier Rivière ,2014,100.95,Rioja,"Tempranillo, Graciano",Red,España,La Rioja,33.65,JUBA SUAREZ RUFINO,13.5,75
Pujanza Norte,Pujanza ,2013,105.24,Rioja,Tempranillo,Red,España,La Rioja,35.08,DISTRIBUIDORA ATLANTICA DE VINOS S.L.,14.5,75
Viña Tondonia Reserva,R. López De Heredia Viña Tondonia ,2002,50.40,Rioja,"Tempranillo, Garnacha, Graciano, Mazuelo",Red,España,La Rioja,16.80,COALLA LOGISTICA S.L.,13.0,75
Roda I Reserva,Roda ,2011,103.74,Rioja,"Tempranillo, Graciano",Red,España,La Rioja,34.58,EL GUSTO POR EL VINO CANARIAS S.L.,14.5,75
Finca El Bosque,Sierra Cantabria ,2015,226.58,Rioja,Tempranillo,Red,España,La Rioja,75.53,PIÑERO RODRIGUEZ S.L.,14.5,75
Inspiracion Tinto,Valdemar ,2008,36.00,Rioja,"Tempranillo, Graciano",Red,España,La Rioja,12.00,"SUCESORES DE MIGUEL HERREROS,",13.5,75
La Nieta,Viñedos de Páganos ,2014,252.24,Rioja,Tempranillo,Red,España,La Rioja,84.08,EL GUSTO POR EL VINO CANARIAS S.L.,14.5,75
Evento,Castillo De Mendoza ,2004,187.83,Rioja,Tempranillo,Red,España,La Rioja,62.61,EL GUSTO POR EL VINO CANARIAS S.L.,14.0,150
Kazuko Miyamoto-Revista Matador,Contador,2004,325.20,Rioja,"Tempranillo, Garnacha",Red,España,La Rioja,108.40,,14.0,150
El Puntido,Viñedos de Páganos ,2014,216.45,Rioja,Tempranillo,Red,España,La Rioja,72.15,PIÑERO RODRIGUEZ S.L.,14.0,150
La Montesa,Bodegas Palacios Remondo,2014,23.01,Rioja,"Garnacha, Tempranillo, Mazuelo",Red,España,La Rioja,7.67,Vilaviniteca,14.0,75
Viña Tondonia Reserva,R. López de Heredia Viña Tondonia,2005,47.10,Rioja,"Tempranillo, Garnacha, Graciano, Mazuelo",Red,España,La Rioja,15.70,Primeras Marcas,13.0,75
Sierra Cantabria Gran Reserva,Viñedos Sierra Cantabria,2008,47.25,Rioja,"Tempranillo, Graciano",Red,España,La Rioja,15.75,Vilaviniteca,14.0,75
Gran Reserva 904,La Rioja Alta S.A.,2007,85.05,Rioja,"Tempranillo, Graciano",Red,España,La Rioja,28.35,Escolà,13.5,75
Prado Enea Gran Reserva,Bodegas Muga,2009,88.77,Rioja,"Tempranillo, Garnacha, Mazuelo, Graciano",Red,España,La Rioja,29.59,Calidoscopi,14.1,75
Ganko,Olivier Rivière ,2014,93.00,Rioja,"Garnacha, Mazuelo",Red,España,La Rioja,31.00,Wine Searcher,14.0,75
Pozo Alto,Olivier Rivière ,2016,324.00,Rioja,"Graciano, Tempranillo, Garnacha",Red,España,La Rioja,108.00,Wine Searcher,14.0,75
Xericó,Tentenublo Wines ,2017,35.07,DOC Rioja,"Tempranillo, Viura",Red,España,La Rioja,11.69,Wine Searcher,13.5,75
Escondite del Ardacho El Abundillano,Tentenublo Wines ,2016,94.20,DOC Rioja,"Garnacha, Tempranillo, Viura, Malvasia",Red,España,La Rioja,31.40,Wine Searcher,15.5,75
Danza del Viento Molino Quemado,4 Monos Viticultores,2017,46.50,Vinos de Madrid,Garnacha,Red,España,Madrid,15.50,Buena Uva,14.5,75
El Hombre Bala,Uvas Felices ,,42.75,Vinos de Madrid,Garnacha,Red,España,Madrid,14.25,Piñero,,75
La Bruja Avería,Comando G ,2015,41.25,Vinos de Madrid,Garnacha,Red,España,Madrid,13.75,Piñero,,75
La Bruja Avería,Comando G ,2014,41.25,Vinos de Madrid,Garnacha,Red,España,Madrid,13.75,Piñero,,75
Rozas 1er Cru,Comando G ,2015,85.50,Vinos de Madrid,Garnacha,Red,España,Madrid,28.50,Piñero,,75
El Regajal Selección Especial,Viñas de El Regajal ,2014,39.75,Vinos de Madrid,"Tempranillo, Cabernet Sauvignon, Merlot, Syrah, Petit Verdot",Red,España,Madrid,13.25,Vinófilos,,75
El Regajal Selección Especial,Viñas de El Regajal ,2013,39.75,Vinos de Madrid,"Tempranillo, Cabernet Sauvignon, Merlot, Syrah, Petit Verdot",Red,España,Madrid,13.25,Vinófilos,,75
El Hombre Bala,Uvas Felices ,2013,92.85,Vinos de Madrid,Garnacha,Red,España,Madrid,30.95,Piñero,,150
Rumbo al Norte,Comando G ,2011,247.50,Vinos de Madrid,Garnacha,Red,España,Madrid,82.50,PIÑERO RODRIGUEZ S.L.,14.5,75
Paraje Marañones,Marañones ,2013,47.70,Vinos de Madrid,Garnacha,Red,España,Madrid,15.90,,14.5,75
Rumbo al Norte,Comando G ,2016,"1,239.54",Vinos de Madrid,Garnacha,Red,España,Madrid,413.18,Wine Searcher,14.5,75
Cható Paquita,Eloi Cedó Sistema Vinari  ,2015,42.45,Vino de España,"Callet, Mantonegro, Monastrell ",Red,España,Mallorca,14.15,,12.0,75
Casa Castillo Monastrell,Casa Castillo ,2015,23.25,Jumilla,Monastrell,Red,España,Murcia,7.75,Piñero,,75
Valtosca,Casa Castillo ,2015,48.00,Jumilla,Syrah,Red,España,Murcia,16.00,Piñero,,75
Las Gravas,Casa Castillo ,2013,70.50,Jumilla,"Monastrell, Garnacha, Syrah",Red,España,Murcia,23.50,Piñero,,75
Clio,El Nido ,2016,83.40,Jumilla,"Monastrell, Cabernet Sauvignon",Red,España,Murcia,27.80,Vinófilos,,75
El Nido,El Nido ,2013,269.85,Jumilla,"Cabernet Sauvignon, Monastrell",Red,España,Murcia,89.95,Vinófilos,,75
Viña al Lado de la Casa,Uvas Felices ,2011,39.00,Yecla,"Monastrell, Cabernet Sauvignon, Syrah, Garnacha Tintorera",Red,España,Murcia,13.00,Piñero,,75
Clio,El Nido ,2016,156.00,Jumilla,"Monastrell, Cabernet Sauvignon",Red,España,Murcia,52.00,,,150
El Molar,Casa Castillo ,2014,45.99,Jumilla,Garnacha,Red,España,Murcia,15.33,,14.5,75
Pie Franco,Casa Castillo ,2006,93.69,Jumilla,Monastrell,Red,España,Murcia,31.23,TRASEGAR VINOS S.L.U.,14.5,75
Pie Franco,Casa Castillo ,2013,93.69,Jumilla,Monastrell,Red,España,Murcia,31.23,TRASEGAR VINOS S.L.U.,14.5,75
Pie Franco,Casa Castillo ,2014,93.69,Jumilla,Monastrell,Red,España,Murcia,31.23,TRASEGAR VINOS S.L.U.,14.5,75
Escombro,Laboratorio Rupestre-Erik Rosdahl,2015,127.95,Vino de España,Garnacha Tintorera,Red,España,Murcia,42.65,PREMIUM DRINKS S.L.U.,14.0,75
Bujes,Laboratorio Rupestre-Erik Rosdahl,2016,120.00,Sin DO (Jumilla),Monastrell,Red,España,Murcia,40.00,Cuvée 3000,,75
Pie Franco,Casa Castillo ,2016,144.06,Jumilla,Monastrell,Red,España,Murcia,48.02,Wine Searcher,14.5,75
Santa Cruz de Artazu,Artazu ,2015,62.25,Navarra,Garnacha,Red,España,Navarra,20.75,Premium Drinks,,75
Santa Cruz de Artazu,Artazu ,2015,62.25,Navarra,Garnacha,Red,España,Navarra,20.75,Premium Drinks,,75
Viña Zorzal Graciano,Viña Zorzal,2016,19.05,Navarra,Graciano,Red,España,Navarra,6.35,JUBA SUAREZ RUFINO,13.5,75
Atlante Tinto,Quinta San Antonio,2014,41.25,Valle de la Orotava,Listán Negro,Red,España,Tenerife,13.75,PIÑERO RODRIGUEZ S.L.,13.0,75
Benje Tinto,Envínate ,2016,26.70,Ycoden-Daute-Isora,"Listán Prieto, Tintilla",Red,España,Tenerife,8.90,PREMIUM DRINKS S.L.U.,13.2,75
Táganan Tinto,Envínate ,2016,30.45,Taganana,"Negramoll, Listán Negro, Moscatel Negra, Listán Gacho, Vijariego Negro, otras",Red,España,Tenerife,10.15,PREMIUM DRINKS S.L.U.,13.0,75
Táganan Parcela Margalagua,Envínate ,2018,62.70,Taganana,"Negramoll, Listán Negro, Moscatel Negra, Listán Gacho, Vijariego Negro, otras",Red,España,Tenerife,20.90,PREMIUM DRINKS S.L.U.,13.0,75
Candio Tinto,Suertes Del Marqués ,2014,45.00,Valle de la Orotava,Listán Negro,Red,España,Tenerife,15.00,SOAGRANORTE S.L.,14.0,75
El Chibirique,Suertes del Marqués ,2015,53.52,Valle de la Orotava,Listán Negro,Red,España,Tenerife,17.84,PREMIUM DRINKS S.L.U.,13.5,75
El Ciruelo,Suertes Del Marqués ,2016,53.40,Valle de la Orotava,"Listán Negro, Listán Blanco",Red,España,Tenerife,17.80,PREMIUM DRINKS S.L.U.,13.5,75
El Esquilón,Suertes del Marqués ,2014,39.00,Valle de la Orotava,"Listán Negro, Tintilla",Red,España,Tenerife,13.00,PREMIUM DRINKS S.L.U.,14.0,75
El Lance 7 Fuentes,Suertes Del Marqués ,2017,22.28,Valle de la Orotava,Listán Negro,Red,España,Tenerife,7.43,,13.5,75
La Solana,Suertes del Marqués ,2015,27.84,Valle de la Orotava,Listán Negro,Red,España,Tenerife,9.28,PREMIUM DRINKS S.L.U.,13.5,75
Los Pasitos,Suertes del Marqués ,2018,45.00,Valle de la Orotava,Baboso Negro,Red,España,Tenerife,15.00,PREMIUM DRINKS S.L.U.,13.5,75
Cruz Santa,Suertes del Marqués ,2018,45.00,Valle de la Orotava,Vijariego  Negro,Red,España,Tenerife,15.00,PREMIUM DRINKS S.L.U.,12.5,75
Cool,Suertes del Marqués ,2017,36.00,Valle de la Orotava,Listán Negro,Red,España,Tenerife,12.00,Wine Searcher,11.5,100
El Ciruelo,Suertes Del Marqués ,2017,161.16,Valle de la Orotava,"Listán Negro, Listán Blanco",Red,España,Tenerife,53.72,Wine Searcher,13.0,150
El Sequé,El Sequé ,2016,53.85,Alicante,Monastrell,Red,España,Valencia,17.95,Vinófilos,,75
El Sequé,El Sequé ,2014,53.85,Alicante,Monastrell,Red,España,Valencia,17.95,Vinófilos,,75
Santa Rosa,Enrique Mendoza ,2015,59.70,Alicante,"Cabernet Sauvignon, Merlot, Syrah",Red,España,Valencia,19.90,El Gusto por el Vino,,75
Tarima Hill,Volver ,2015,25.50,Alicante,Monastrell,Red,España,Valencia,8.50,Vinófilos,,75
El Sequé,Artadi ,2013,55.86,Alicante,Monastrell,Red,España,Valencia,18.62,EL GUSTO POR EL VINO CANARIAS S.L.,14.5,75
Carmen,Javi Revert y Víctor Marqués La Comarcal,2017,49.20,DO Valencia,Bobal,Red,España,Valencia,16.40,Wine Searcher,14.5,75
Viader Syrah,Viader ,2001,50.55,Napa Valley-Napa County,Syrah,Red,Estados Unidos,California-North Coast,16.85,JUBA SUAREZ RUFINO,14.0,75
Doña Margarita Vineyard Mas Cavalls Pinot Noir,Marimar Estate,2013,82.32,Sonoma Coast-Sonoma County,Pinot Noir,Red,Estados Unidos,California-North Coast,27.44,Escolà,14.5,75
Au Bon Climat Santa Barbara County Pinot Noir,Au Bon Climat ,2008,65.13,Santa Barbara County,Pinot Noir,Red,Estados Unidos,Central Coast-California,21.71,TROPICAL TURISTICA CANARIA SL,13.5,75
Bloomer Creek Vineyard Cabernet Franc,Bloomer Creek Vineyards,2016,66.00,Finger Lakes,Cabernet Franc,Red,Estados Unidos,New York,22.00,Wine Searcher,13.5,75
O.P.P Other People's Pinot Noir,Mouton Noir ,2010,96.00,Willamette Valley,Pinot Noir,Red,Estados Unidos,Oregon,32.00,TROPICAL TURISTICA CANARIA SL,13.1,75
Dundee Hills Pinot Noir,Sokol Blosser ,2014,95.34,Dundee Hills-Willamette Valley,Pinot Noir,Red,Estados Unidos,Oregon,31.78,PIÑERO RODRIGUEZ S.L.,14.0,75
Homer Pinot Noir ,Shea Wine Cellars,2016,208.41,Yamhill-Carlton,Pinot Noir,Red,Estados Unidos,Oregon-Willamette Valley,69.47,Wine Searcher,14.8,75
The Eyrie Vineyards Original Vines Reserve Pinot Noir,The Eyrie Vineyards,2014,170.13,Dundee Hills,Pinot Noir,Red,Estados Unidos,Oregon-Willamette Valley,56.71,Wine Searcher,13.5,75
Schug Pinot Noir,Schug ,2015,80.55,Carneros,Pinot Noir,Red,Estados Unidos,,26.85,Vinófilos,,75
Schug Pinot Noir,Schug ,2012,80.55,Carneros,Pinot Noir,Red,Estados Unidos,,26.85,Vinófilos,,75
Kenwood Cabernet Sauvignon Sonoma,Kenwood,2014,38.43,,Cabernet Sauvignon,Red,Estados Unidos,,12.81,Amazonas Encava,,75
Private Selection Zinfandel,Robert Mondavi,2014,0.00,Carneros,Zinfandel,Red,Estados Unidos,,,,,75
Private Selection Pinot Noir,Robert Mondavi,2012,0.00,Carneros,Pinot Noir,Red,Estados Unidos,,,,,75
Rietsch Pinot Noir,Rietsch ,2013,32.07,Alsace,Pinot Noir,Red,Francia,Alsace,10.69,PREMIUM DRINKS S.L.U.,12.0,75
Morgon Vieilles Vignes,Jean-Paul Thévenet ,2016,43.50,Morgon,Gamay,Red,Francia,Beaujolais,14.50,LA PART DELS ANGELS S.L.,13.0,75
Morgon Vieilles Vignes,Jean-Paul Thévenet,2015,44.10,Morgon,Gamay,Red,Francia,Beaujolais,14.70,La Part dels Àngels,13.0,75
Marcel Lapierre Morgon,Marcel Lapierre,2018,78.00,Morgon,Gamay,Red,Francia,Beaujolais,26.00,Wine Searcher,13.0,75
Guy Breton Morgon Vieilles Vignes,Guy Breton,2017,90.00,Morgon,Gamay,Red,Francia,Beaujolais,30.00,Wine Searcher,12.5,75
Jean Foillard Fleurie,Jean Foillard,2018,114.00,Fleurie,Gamay,Red,Francia,Beaujolais,38.00,Wine Searcher,14.5,75
Château Grand Village Tinto,Château Grand Village Tinto,2011,54.01,Bordeaux Supérieur,"Merlot, Cabernet Franc",Red,Francia,Bordeaux,18.00,PIÑERO RODRIGUEZ S.L.,14.0,75
Château Le Gay,Château Le Gay,2008,225.00,Pomerol,"Merlot, Cabernet Franc",Red,Francia,Bordeaux,75.00,,13.5,75
Château Le Pin,Château Le Pin,2004,"4,620.00",Pomerol,Merlot,Red,Francia,Bordeaux,"1,540.00",,13.0,75
Château Le Pin,Château Le Pin,2006,"4,485.00",Pomerol,Merlot,Red,Francia,Bordeaux,"1,495.00",,13.5,75
Château Grand Village Bordeaux Supérieur,Château Grand Village Tinto,2014,41.70,Bordeaux Supérieur,"Merlot, Cabernet Franc",Red,Francia,Bordeaux,13.90,LA PART DELS ANGELS S.L.,14.0,75
Château de Carles ,Château de Carles ,2002,93.60,Fronsac,"Merlot, Cabernet Franc",Red,Francia,Bordeaux,31.20,TROPICAL HOTELES SA,13.0,150
Château Haut-Barrail ,Château Haut-Barrail ,2008,81.33,Médoc,"Merlot, Cabernet Sauvignon",Red,Francia,Bordeaux,27.11,MUST OF WINES SL,14.0,150
Château Lariveau,Château Lariveau,2010,57.00,Canon-Fronsac,Merlot,Red,Francia,Bordeaux,19.00,,13.5,150
Château La Rose Vimière,Château La Rose Vimière,2014,31.50,Bordeaux,"Merlot, Cabernet Franc",Red,Francia,Bordeaux,10.50,ENJOY WINE SL,12.5,150
Château Grand Village,Guinaudeau Vignerons,2011,38.70,Bordeaux Supérieur,"Merlot, Cabernet Franc",Red,Francia,Bordeaux,12.90,Vilaviniteca,14.0,75
Château Haut-Brion,Château Haut-Brion,2004,784.08,Pessac-Léognan,"Cabernet Sauvignon, Merlot, Cabernet Franc",Red,Francia,Bordeaux-Graves,261.36,EL GUSTO POR EL VINO CANARIAS S.L.,13.0,75
Château Haut-Brion,Château Haut-Brion,2005,"1,901.25",Pessac-Léognan,"Cabernet Sauvignon, Merlot, Cabernet Franc",Red,Francia,Bordeaux-Graves,633.75,,13.0,75
Château La Mission Haut-Brion,Château La Mission Haut-Brion,2005,"2,149.20",Pessac-Léognan,"Merlot, Cabernet Sauvignon, Cabernet Franc",Red,Francia,Bordeaux-Graves,716.40,EL GUSTO POR EL VINO CANARIAS S.L.,13.0,75
Château Margaux,Château Margaux,2004,"1,225.02",Margaux,"Cabernet Sauvignon, Merlot, Petit Verdot",Red,Francia,Bordeaux-Haut-Médoc,408.34,EL GUSTO POR EL VINO CANARIAS S.L.,13.0,75
Château Margaux,Château Margaux,2005,"2,362.47",Margaux,"Cabernet Sauvignon, Merlot",Red,Francia,Bordeaux-Haut-Médoc,787.49,EL GUSTO POR EL VINO CANARIAS S.L.,13.0,75
Château Palmer,Château Palmer,2006,552.39,Margaux,"Cabernet Sauvignon, Merlot",Red,Francia,Bordeaux-Haut-Médoc,184.13,EL GUSTO POR EL VINO CANARIAS S.L.,13.0,75
Château Palmer,Château Palmer,2008,540.06,Margaux,"Cabernet Sauvignon, Merlot",Red,Francia,Bordeaux-Haut-Médoc,180.02,,13.5,75
Château Léoville-Las Cases,Château Léoville-Las Cases,2004,317.43,Saint-Julien,"Cabernet Sauvignon, Merlot, Cabernet Franc",Red,Francia,Bordeaux-Haut-Médoc,105.81,EL GUSTO POR EL VINO CANARIAS S.L.,13.0,75
Château Léoville-Las Cases,Château Léoville-Las Cases,2005,848.31,Saint-Julien,"Cabernet Sauvignon, Merlot, Cabernet Franc",Red,Francia,Bordeaux-Haut-Médoc,282.77,EL GUSTO POR EL VINO CANARIAS S.L.,13.0,75
Château Léoville-Las Cases,Château Léoville Las Cases,2006,558.60,Saint-Julien,"Cabernet Sauvignon, Merlot, Cabernet Franc",Red,Francia,Bordeaux-Haut-Médoc,186.20,EL GUSTO POR EL VINO CANARIAS S.L.,13.0,75
Château Gloria,Château Léoville-Las Cases,2016,135.00,Saint-Julien,"Cabernet Sauvignon, Merlot, Cabernet Franc, Petit Verdot",Red,Francia,Bordeaux-Haut-Médoc,45.00,EL GUSTO POR EL VINO CANARIAS S.L.,13.5,75
Château Montrose,Château Montrose,1998,216.00,Saint-Estèphe,"Cabernet Sauvignon, Merlot, Petit Verdot",Red,Francia,Bordeaux-Haut-Médoc,72.00,ENJOY WINE SL,13.0,75
Château Cos d'Estournel,Château Cos d'Estournel,2006,351.33,Saint-Estèphe,"Cabernet Sauvignon, Merlot, Petit Verdot",Red,Francia,Bordeaux-Haut-Médoc,117.11,EL GUSTO POR EL VINO CANARIAS S.L.,13.4,75
Château Pichon Longueville Comtesse de Lalande,Château Pichon Longueville Comtesse de Lalande,2005,364.41,Pauillac,"Cabernet Sauvignon, Merlot, Cabernet Franc, Petit Verdot",Red,Francia,Bordeaux-Haut-Médoc,121.47,EL GUSTO POR EL VINO CANARIAS S.L.,13.0,75
Château Pichon Longueville Comtesse de Lalande,Château Pichon Longueville Comtesse de Lalande,2006,369.96,Pauillac,"Cabernet Sauvignon, Merlot, Cabernet Franc, Petit Verdot",Red,Francia,Bordeaux-Haut-Médoc,123.32,EL GUSTO POR EL VINO CANARIAS S.L.,13.0,75
Château Latour,Château Latour,2004,"1,457.85",Pauillac,"Cabernet Sauvignon, Merlot, Cabernet Franc",Red,Francia,Bordeaux-Haut-Médoc,485.95,EL GUSTO POR EL VINO CANARIAS S.L.,13.0,75
Château Latour,Château Latour,2005,"3,318.75",Pauillac,"Cabernet Sauvignon, Merlot, Cabernet Franc",Red,Francia,Bordeaux-Haut-Médoc,"1,106.25",,13.0,75
Château Latour,Château Latour,2006,"1,257.00",Pauillac,"Cabernet Sauvignon, Merlot, Cabernet Franc",Red,Francia,Bordeaux-Haut-Médoc,419.00,,13.0,75
Pauillac de Château Latour,Château Latour ,2008,252.23,Pauillac,"Cabernet Sauvignon, Merlot",Red,Francia,Bordeaux-Haut-Médoc,84.08,PIÑERO RODRIGUEZ S.L.,13.0,75
Château Lafite Rothschild,Château Lafite Rothschild,2006,"1,775.07",Pauillac,"Cabernet Sauvignon, Merlot, Petit Verdot",Red,Francia,Bordeaux-Haut-Médoc,591.69,EL GUSTO POR EL VINO CANARIAS S.L.,13.0,75
Château Lafite Rothschild,Château Lafite Rothschild,2005,"2,693.58",Pauillac,"Cabernet Sauvignon, Merlot",Red,Francia,Bordeaux-Haut-Médoc,897.86,,13.0,75
Château Mouton Rothschild,Château Mouton Rothschild,2005,"1,455.00",Pauillac,"Cabernet Sauvignon, Merlot, Cabernet Franc, Petit Verdot",Red,Francia,Bordeaux-Haut-Médoc,485.00,,12.5,75
Château Mouton Rothschild,Château Mouton Rothschild,2004,998.40,Pauillac,"Cabernet Sauvignon, Merlot, Cabernet Franc",Red,Francia,Bordeaux-Haut-Médoc,332.80,EL GUSTO POR EL VINO CANARIAS S.L.,12.5,75
Château Pontet Canet,Château Pontet Canet ,2013,245.46,Pauillac,"Cabernet Sauvignon, Merlot, Cabernet Franc, Petit Verdot",Red,Francia,Bordeaux-Haut-Médoc,81.82,COALLA LOGISTICA S.L.,13.0,75
Château du Mont,Château du Mont,2013,31.05,Haut-Médoc,"Cabernet Sauvignon, Merlot",Red,Francia,Bordeaux-Haut-Médoc,10.35,,13.5,75
Château Sociando-Mallet,Château Sociando-Mallet,2012,93.00,Haut-Médoc,"Cabernet Sauvignon, Merlot, Cabernet Franc",Red,Francia,Bordeaux-Haut-Médoc,31.00,Wine Searcher,13.0,75
Le Médoc de Cos,Château Cos d'Estournel ,2011,113.85,Médoc,"Cabernet Sauvignon, Merlot",Red,Francia,Bordeaux-Médoc,37.95,PIÑERO RODRIGUEZ S.L.,13.5,75
Château Ausone,Château Ausone,2005,"3,525.00",Saint-Émilion Grand Cru,"Cabernet Franc, Merlot",Red,Francia,Bordeaux-Saint-Émilion ,"1,175.00",EL GUSTO POR EL VINO CANARIAS S.L.,13.0,75
Château Ausone,Château Ausone,2004,"1,680.00",Saint-Émilion Grand Cru,"Cabernet Franc, Merlot",Red,Francia,Bordeaux-Saint-Émilion ,560.00,,13.0,75
Château Cheval Blanc,Château Cheval Blanc,2004,809.16,Saint-Émilion Grand Cru,"Cabernet Franc, Merlot",Red,Francia,Bordeaux-Saint-Émilion ,269.72,EL GUSTO POR EL VINO CANARIAS S.L.,13.5,75
Château Cheval Blanc,Château Cheval Blanc,2005,"1,485.00",Saint-Émilion Grand Cru,"Cabernet Franc, Merlot",Red,Francia,Bordeaux-Saint-Émilion ,495.00,,13.5,75
Château Angélus,Château Angélus,2009,795.00,Saint-Émilion Grand Cru,"Merlot, Cabernet Franc",Red,Francia,Bordeaux-Saint-Émilion ,265.00,ENJOY WINE SL,13.5,75
Château Canon ,Château Canon ,2000,412.50,Saint-Émilion Grand Cru,"Merlot, Cabernet Franc",Red,Francia,Bordeaux-Saint-Émilion ,137.50,TROPICAL HOTELES SA,12.5,75
Fleur de Rocheyron,Château de Rocheyron ,2011,112.14,Saint-Émilion Grand Cru,Merlot,Red,Francia,Bordeaux-Saint-Émilion ,37.38,PIÑERO RODRIGUEZ S.L.,15.0,75
A Minima Rouge,Domaine Trapet,2015,35.85,Bourgogne Passe-Tout-Grains,"Gamay, Pinot Noir",Red,Francia,Burgundy,11.95,Vilaviniteca,12.0,75
Marsannay Rouge,Domaine Trapet,2017,111.00,Marsannay,Pinot Noir,Red,Francia,Burgundy,37.00,Wine Searcher,13.0,75
Rossignol-Changarnier Bourgogne Pinot Noir,Régis Rossignol Changarnier,2013,56.25,Bourgogne,Pinot Noir,Red,Francia,Burgundy,18.75,Buena Uva,12.5,75
Bourgogne Roncevie,Arlaud ,2014,48.00,Bourgogne Rouge,Pinot Noir,Red,Francia,Burgundy,16.00,COALLA LOGISTICA S.L.,12.5,75
Clos du Moulin aux Moines Pommard Premier cru,Clos du Moulin aux Moines ,2010,119.70,Pommard,Pinot Noir,Red,Francia,Burgundy,39.90,CASCAKIA WINES SL,12.5,75
Domaine Jean Foillard Morgon,Jean Foillard ,2016,36.60,Beaujolais,Gamay,Red,Francia,Burgundy,12.20,PREMIUM DRINKS S.L.U.,13.0,75
Domaine Jean Foillard Morgon,Jean Foillard ,2015,36.60,Beaujolais,Gamay,Red,Francia,Burgundy,12.20,CUVEE 3000,13.0,75
Bourgogne Roncevie,Arlaud ,2016,52.80,Bourgogne Rouge,Pinot Noir,Red,Francia,Burgundy,17.60,LA PART DELS ANGELS S.L.,13.0,75
Pommard,Domaine Régis Rossignol-Changarnier,2006,88.50,Pommard,Pinot Noir,Red,Francia,Burgundy,29.50,Gourmet Hunters,13.0,75
Chambolle-Musigny,Domaine Thierry Mortet,2014,109.50,Chambolle-Musigny,Pinot Noir,Red,Francia,Burgundy,36.50,Wineissocial,13.0,75
Mes Cinq Terroirs Gevrey-Chambertin,Domaine Denis Mortet,2015,146.40,Gevrey-Chambertin,Pinot Noir,Red,Francia,Burgundy,48.80,La Part del Àngels,13.0,75
Jean Yves Bizot Vosne-Romanée,Domaine Jean Yves Bizot ,2014,"1,719.00",Vosne-Romanée-Cote de Nuits,Pinot Noir,Red,Francia,Burgundy,573.00,Wine Searcher,12.5,75
Régis Rossignol-Changarnier Beaune 1er Cru Les Theurons,Régis Rossignol-Changarnier ,2013,89.24,Les Theurons 1er Cru -Beaune ,Pinot Noir,Red,Francia,Burgundy-Beaune,29.75,PREMIUM DRINKS S.L.U.,13.0,75
Chambolle-Musigny,Arlaud ,2016,128.85,Chambolle-Musigny,Pinot Noir,Red,Francia,Burgundy-Chambolle-Musigny,42.95,LA PART DELS ANGELS S.L.,13.0,75
Chambolle-Musigny 1er Cru Les Hauts-Doix,Robert Groffier,2016,350.40,Les Hauts-Doix 1er Cru-Chambolle-Musigny ,Pinot Noir,Red,Francia,Burgundy-Chambolle-Musigny,116.80,LA PART DELS ANGELS S.L.,13.5,75
Bonnes Mares Grand Cru,Robert Groffier,2016,722.40,Bonnes Mares Grand Cru-Chambolle-Musigny ,Pinot Noir,Red,Francia,Burgundy-Chambolle-Musigny,240.80,LA PART DELS ANGELS S.L.,13.0,75
Domaine Robert Groffier Pere & Fils Les Amoureuses Chambolle-Musigny 1er Cru,Robert Groffier,2010,"1,185.00",Les Amoureuses Premier Cru Chambolle-Musigny ,Pinot Noir,Red,Francia,Burgundy-Chambolle-Musigny,395.00,LA PART DELS ANGELS S.L.,13.0,75
Domaine Anne Gros Chambolle-Musigny La Combe d'Orveau,Anne Gros,2017,291.00,Chambolle-Musigny,Pinot Noir,Red,Francia,Burgundy-Chambolle-Musigny,97.00,Wine Searcher,13.0,75
Les Amoureuses Premier Cru Chambolle-Musigny ,Georges & Christophe Roumier ,2015,"9,969.00",Les Amoureuses Premier Cru Chambolle-Musigny ,Pinot Noir,Red,Francia,Burgundy-Chambolle-Musigny,"3,323.00",Wine Searcher,13.5,75
Chorey-lès-Beaune,Maison Leroy ,2011,210.00,Chorey-lès-Beaune,Pinot Noir,Red,Francia,Burgundy-Chorey-lès-Beaune,70.00,CASCAKIA WINES SL,13.0,75
Domaine Joblot Clos de la Servoisine Givry 1er Cru,Joblot ,2016,63.60,Servoisine 1er Cru-Givry,Pinot Noir,Red,Francia,Burgundy-Côte Chalonnaise,21.20,LA PART DELS ANGELS S.L.,13.0,75
Echezeaux Grand Cru,Forey ,2016,255.84,Echezeaux Grand Cru-Flagey-Echezeaux,Pinot Noir,Red,Francia,Burgundy-Flagey-Echezeaux,85.28,LA PART DELS ANGELS S.L.,13.0,75
David Duband Charmes-Chambertin Grand Cru,David Duband ,2009,462.00,Charmes-Chambertin Grand Cru,Pinot Noir,Red,Francia,Burgundy-Gevrey-Chambertin,154.00,ENJOY WINE SL,13.0,75
Domaine Trapet Père et Fils Chapelle-Chambertin Grand Cru,Domaine Trapet,2014,633.00,Chapelle-Chambertin Grand Cru,Pinot Noir,Red,Francia,Burgundy-Gevrey-Chambertin,211.00,Wine Searcher,13.0,75
